bid,title,contents,writer,regDate
184,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
185,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
186,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
187,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
188,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
189,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
190,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
191,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
192,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
193,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
194,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
195,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
196,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
197,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
198,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
199,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
200,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
201,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
202,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
203,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
204,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
205,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
206,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
207,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
208,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
209,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
210,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
211,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
212,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
213,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
214,"Flask를 시작하기 원합니까?","먼저 우리는 Flask class를 임포트했다. 이 클래스의 인스턴스가 우리의 WSGI어플리케이션이 될것이다. 첫번째 인자는 이 어플리케이션의 이름이다. 여러분이 단일 모듈을 사용한다면(위의 예제처럼),여러분은 __name__`을 사용해야한다. 왜냐하면, 어플리케이션으로 시작되는지, 혹은 모듈로 임포트되는지에 따라 이름이 달라지기 때문이다.(`‘__main__’`` 대 실제로 임포트한 이름) 더 자세한 정보는 Flask 문서를 참고해라.

다음은 Flask class의 인스턴스를 생성한다. 인자로 모듈이나 패키지의 이름을 넣는다. 이것은 플라스크에서 팀플릿이나 정적파일을 찾을때 필요하다.
route() 데코레이터를 사용해서 Flask에게 어떤 URL이 우리가 작성한 함수를 실행시키는지 알려준다.
작성된 함수의 이름은 그 함수에 대한 URL을 생성하는데 사용되고(url_for 함수 참고), 그 함수는 사용자 브라우저에 보여줄 메시지를 리턴한다.

최종적으로 run() 함수를 사용해서 우리가 개발한 어플리케이션을 로컬서버로 실행한다. 소스파일을 모듈이 아닌 python 인터프리터를 이용해서 직접 실행한다면 if __name__ == '__main__': 이 문장은 우리가 실행한 서버가 현재 동작되는 유일한 서버라는 것을 보장한다.",red,"2024-08-01 10:51:11"
215,"Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-01 10:51:11"
216,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
217,"필자가 생각하는 플라스크란?",NULL,blue,"2024-08-01 10:51:11"
218,"플라스크는 마이크로 웹 프레임워크다",NULL,red,"2024-08-01 10:51:11"
219,"기본 애플리케이션","이 내용을 hello.py (아니면 비슷한 다른 이름으로) 저장하고 파이썬 인터프리터로 실행한다. 여러분이 작성한 어플리케이션을 `flask.py`로 호출하지 않도록 주의해라. 왜냐하면 Flask 자체와 충돌이 나기 때문이다.",red,"2024-08-01 10:51:11"
221,"수정 Flask는 어떻게 동작하는가 1편 (with WSGI)","안녕하세요. Teus입니다.

그동안 계속해서 네트워크 관련 Low Level을 알아 보았습니다.
이번에는 Python에서 많이 사용되는 Web FrameWork인 Flask에 대해서 알아보겠습니다.
대신, 어렵지않게 튜토리얼과 함께 말이죠!",blue,"2024-08-05 13:12:09"
222,"수정 입력테스트 입니다.","수정한 내용입니다.",red,"2024-08-01 10:51:11"
225,수정제목입니다.,수정내용입니다.,blue,"2024-08-05 11:12:45"
226,"(수정) 한 번 배워서 어디서나 사용하기","수정한 내용입니다.
기술 스택의 나머지 부분에는 관여하지 않기 때문에, 기존 코드를 다시 작성하지 않고도 React의 새로운 기능을 이용해 개발할 수 있습니다.

React는 Node 서버에서 렌더링을 할 수도 있고, React Native를 이용하면 모바일 앱도 만들 수 있습니다.",blue,"2024-08-05 13:14:13"
